model,learning_rate,mean_final_loss,std_final_loss,mean_final_acc,std_final_acc,mean_val_loss,std_val_loss,mean_val_acc,std_val_acc,mean_epochs
mlp,0.2,0.0725689843297004,0.0139642517212521,0.9769230604171752,0.0210662672794949,1.471726417541504,0.529202141007781,0.5333333432674408,0.1448711696394675,20.0
mlp,2.0,2.366682529449463,0.1391046448510458,0.2538461655378342,0.0344010504212288,41.92026245594025,59.1470661489584,0.2888888970017433,0.2557969954597729,300.0
mlp,5.0,2.64820876121521,0.204030222731708,0.1846153914928436,0.0501477141059826,10.267155647277832,14.7176163804593,0.2444444507360458,0.1448711690680338,300.0
mlp,10.0,2.7173885822296144,0.5045038929825424,0.1692307732999324,0.1234369756878408,2.712450551986694,0.6725520758217141,0.2000000059604644,0.2981424058853077,300.0
perceptron,0.2,0.4579211831092834,0.0133835137094234,1.0,0.0,1.0391995906829834,0.0816820204988756,0.8888888955116272,0.0785674154488554,200.0
perceptron,2.0,0.0993069157004356,0.0004099844605336,1.0,0.0,0.5310593783855438,0.0667801634798968,0.9111111164093018,0.0929622196294724,75.4
perceptron,5.0,0.0983628436923027,0.0009009966744817,1.0,0.0,0.5259474635124206,0.0648393443983422,0.9111111164093018,0.0929622196294724,29.0
perceptron,10.0,0.0625076837837696,0.0179622990369096,1.0,0.0,0.3877200305461883,0.0628882418737198,0.8888888955116272,0.0785674154488554,16.2
