loss,accuracy,epoch
3.46036696434021,0.11538461595773697,1
2.2663958072662354,0.42307692766189575,2
2.453765630722046,0.6538461446762085,3
2.203599452972412,0.6153846383094788,4
1.8845059871673584,0.6153846383094788,5
2.07590913772583,0.6153846383094788,6
2.4977681636810303,0.7692307829856873,7
2.0628907680511475,0.7307692170143127,8
1.6506792306900024,0.7692307829856873,9
1.2110607624053955,0.7307692170143127,10
1.676292896270752,0.8846153616905212,11
1.314513921737671,0.9230769276618958,12
0.6362249851226807,0.9230769276618958,13
0.32329946756362915,0.9615384340286255,14
0.12504039704799652,0.9615384340286255,15
0.05844231694936752,1.0,16
