loss,accuracy
3.602078914642334,0.0
3.562638521194458,0.0
3.524610996246338,0.0
3.4878716468811035,0.0
3.4523112773895264,0.0
3.4178354740142822,0.0
3.3843603134155273,0.03846153989434242
3.3518128395080566,0.03846153989434242
3.320127248764038,0.07692307978868484
3.28924560546875,0.11538461595773697
3.25911545753479,0.11538461595773697
3.229689598083496,0.19230769574642181
3.2009260654449463,0.19230769574642181
3.172785520553589,0.19230769574642181
3.145233631134033,0.19230769574642181
3.1182377338409424,0.19230769574642181
3.0917680263519287,0.19230769574642181
3.06579852104187,0.19230769574642181
3.0403027534484863,0.23076923191547394
3.015258550643921,0.23076923191547394
2.9906435012817383,0.23076923191547394
2.966438055038452,0.23076923191547394
2.9426231384277344,0.23076923191547394
2.919182062149048,0.26923078298568726
2.8960978984832764,0.26923078298568726
2.8733558654785156,0.26923078298568726
2.8509411811828613,0.26923078298568726
2.828840732574463,0.26923078298568726
2.807042121887207,0.26923078298568726
2.7855334281921387,0.26923078298568726
2.76430344581604,0.26923078298568726
2.743342399597168,0.3076923191547394
2.7226405143737793,0.3076923191547394
2.7021877765655518,0.3076923191547394
2.681976556777954,0.3461538553237915
2.6619985103607178,0.38461539149284363
2.6422462463378906,0.38461539149284363
2.6227126121520996,0.38461539149284363
2.60339093208313,0.38461539149284363
2.5842747688293457,0.38461539149284363
2.565358877182007,0.38461539149284363
2.5466372966766357,0.42307692766189575
2.5281052589416504,0.42307692766189575
2.5097577571868896,0.42307692766189575
2.4915900230407715,0.42307692766189575
2.4735982418060303,0.4615384638309479
2.4557783603668213,0.4615384638309479
2.438126564025879,0.4615384638309479
2.4206395149230957,0.4615384638309479
2.403313636779785,0.4615384638309479
2.386146306991577,0.4615384638309479
2.3691344261169434,0.5
2.3522753715515137,0.5
2.335566520690918,0.5
2.3190054893493652,0.5
2.3025898933410645,0.5384615659713745
2.286318063735962,0.5384615659713745
2.2701873779296875,0.5384615659713745
2.2541964054107666,0.5769230723381042
2.2383432388305664,0.6153846383094788
2.222625970840454,0.6153846383094788
2.2070436477661133,0.6538461446762085
2.191593885421753,0.6538461446762085
2.1762757301330566,0.7307692170143127
2.161087989807129,0.7307692170143127
2.146028757095337,0.7307692170143127
2.1310973167419434,0.7307692170143127
2.1162919998168945,0.7692307829856873
2.101612091064453,0.7692307829856873
2.0870561599731445,0.7692307829856873
2.0726232528686523,0.7692307829856873
2.05831241607666,0.7692307829856873
2.0441224575042725,0.7692307829856873
2.030052423477173,0.7692307829856873
2.016101598739624,0.7692307829856873
2.0022687911987305,0.7692307829856873
1.9885534048080444,0.807692289352417
1.9749538898468018,0.807692289352417
1.9614702463150024,0.807692289352417
1.9481011629104614,0.807692289352417
1.9348455667495728,0.807692289352417
1.9217032194137573,0.807692289352417
1.9086729288101196,0.807692289352417
1.8957538604736328,0.807692289352417
1.8829454183578491,0.807692289352417
1.8702467679977417,0.807692289352417
1.8576569557189941,0.807692289352417
1.8451756238937378,0.807692289352417
1.832801342010498,0.8461538553237915
1.8205342292785645,0.8461538553237915
1.8083726167678833,0.8461538553237915
1.7963162660598755,0.8846153616905212
1.7843644618988037,0.9230769276618958
1.7725163698196411,0.9230769276618958
1.7607709169387817,0.9230769276618958
1.749127745628357,0.9230769276618958
1.7375861406326294,1.0
1.7261449098587036,1.0
1.7148038148880005,1.0
1.7035619020462036,1.0
1.6924183368682861,1.0
1.6813727617263794,1.0
1.6704237461090088,1.0
1.6595709323883057,1.0
1.6488139629364014,1.0
1.6381514072418213,1.0
1.6275830268859863,1.0
1.61710786819458,1.0
1.6067249774932861,1.0
1.5964338779449463,1.0
1.5862339735031128,1.0
1.5761243104934692,1.0
1.5661041736602783,1.0
1.5561728477478027,1.0
1.5463296175003052,1.0
1.536573886871338,1.0
1.5269043445587158,1.0
1.5173208713531494,1.0
1.5078226327896118,1.0
1.498408555984497,1.0
1.489078402519226,1.0
1.4798309803009033,1.0
1.4706660509109497,1.0
1.4615821838378906,1.0
1.452579379081726,1.0
1.4436564445495605,1.0
1.4348126649856567,1.0
1.4260478019714355,1.0
1.4173609018325806,1.0
1.4087510108947754,1.0
1.4002177715301514,1.0
1.391759991645813,1.0
1.3833775520324707,1.0
1.375069499015808,1.0
1.366835117340088,1.0
1.3586735725402832,1.0
1.3505845069885254,1.0
1.3425668478012085,1.0
1.3346202373504639,1.0
1.3267438411712646,1.0
1.3189371824264526,1.0
1.3111993074417114,1.0
1.3035297393798828,1.0
1.2959277629852295,1.0
1.2883927822113037,1.0
1.2809239625930786,1.0
1.273520827293396,1.0
1.2661826610565186,1.0
1.2589091062545776,1.0
1.2516992092132568,1.0
1.2445521354675293,1.0
1.237467885017395,1.0
1.230445146560669,1.0
1.223483920097351,1.0
1.216583251953125,1.0
1.2097426652908325,1.0
1.2029612064361572,1.0
1.1962388753890991,1.0
1.1895748376846313,1.0
1.182968258857727,1.0
1.1764189004898071,1.0
1.1699259281158447,1.0
1.1634889841079712,1.0
1.1571072340011597,1.0
1.1507805585861206,1.0
1.144507884979248,1.0
1.138288974761963,1.0
1.132123351097107,1.0
1.1260101795196533,1.0
1.1199493408203125,1.0
1.1139397621154785,1.0
1.1079812049865723,1.0
1.1020734310150146,1.0
1.0962153673171997,1.0
1.090406894683838,1.0
1.084647297859192,1.0
1.0789363384246826,1.0
1.0732733011245728,1.0
1.0676575899124146,1.0
1.0620890855789185,1.0
1.0565669536590576,1.0
1.0510907173156738,1.0
1.045660376548767,1.0
1.040274977684021,1.0
1.0349342823028564,1.0
1.0296378135681152,1.0
1.02438485622406,1.0
1.019175410270691,1.0
1.014008641242981,1.0
1.008884310722351,1.0
1.0038020610809326,1.0
0.9987612366676331,1.0
0.9937615990638733,1.0
0.9888026714324951,1.0
0.9838839769363403,1.0
0.979004979133606,1.0
0.974165678024292,1.0
0.9693654179573059,1.0
0.9646037817001343,1.0
0.9598804712295532,1.0
